consecutivo,tipoacuerdo,municipio,cod_municipio,subregion,fase,nropobla,aportegob,aportemun,aporteotr,fechainicio,fechafin,cantidadtotal,departamento,cod_divipola_depto,municipio_subsidio,cod_divipola_mun,programa,anio_asignacion,estado_postulacion,hogares,valor_asignado,tiene_subsidio
2020072165,Gestion,Pueblorrico,5576,Suroeste,Fase I,7900,6350000,0,0,2020-10-15,2020-12-15,3,ANTIOQUIA,5,PUEBLORRICO,5576,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020072188,Gestion,Pueblorrico,5576,Suroeste,Fase I,7919,30416016,0,0,2020-10-08,2020-12-15,80,ANTIOQUIA,5,PUEBLORRICO,5576,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070716,Ejecucion,Remedios,5604,Nordeste,Fase I,32793,458466086,0,0,2020-09-03,2020-12-15,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071924,Gestion,Salgar,5642,Suroeste,Fase I,18261,118580446,0,0,2020-10-15,2020-12-15,3,ANTIOQUIA,5,SALGAR,5642,Bolsa Desplazados,2008,Asignados,8,103378750,Con subsidio
2020070144,Gestion,San José de la Montaña,5658,Norte,Fase I,3765,103429684,0,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,SAN JOSÉ DE LA MONTAÑA,5658,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020071488,Viabilidad,Ciudad Bolívar,5101,Suroeste,Fase II,26313,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070249,Gestion,San Rafael,5667,Oriente,Fase I,20416,754828659,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072061,Gestion,Santa Bárbara,5679,Suroeste,Fase I,23503,506244899,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071696,Gestion,Sonsón,5756,Oriente,Fase II,36625,6000000,6300000,0,2020-10-14,2020-12-15,3,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020071738,Gestion,Sonsón,5756,Oriente,Fase II,36625,112080078,18000000,0,2020-10-06,2020-12-15,400,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020070374,Gestion,Sopetrán,5761,Occidente,Fase I,15512,584577591,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071994,Gestion,Támesis,5789,Suroeste,Fase II,50,6700000,0,0,2020-08-10,2020-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2015,Asignados,1,36960000,Con subsidio
2020071994,Gestion,Támesis,5789,Suroeste,Fase II,50,6700000,0,0,2020-08-10,2020-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000,Con subsidio
2020071994,Gestion,Támesis,5789,Suroeste,Fase II,50,6700000,0,0,2020-08-10,2020-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,MI CASA YA,2024,Asignados,7,182000000,Con subsidio
2020072120,Gestion,Támesis,5789,Suroeste,Fase II,16500,112080078,0,0,2020-10-08,2020-12-15,400,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2015,Asignados,1,36960000,Con subsidio
2020072120,Gestion,Támesis,5789,Suroeste,Fase II,16500,112080078,0,0,2020-10-08,2020-12-15,400,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000,Con subsidio
2020072120,Gestion,Támesis,5789,Suroeste,Fase II,16500,112080078,0,0,2020-10-08,2020-12-15,400,ANTIOQUIA,5,TÁMESIS,5789,MI CASA YA,2024,Asignados,7,182000000,Con subsidio
2020072135,Gestion,Támesis,5789,Suroeste,Fase I,16500,615975193,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2015,Asignados,1,36960000,Con subsidio
2020072135,Gestion,Támesis,5789,Suroeste,Fase I,16500,615975193,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000,Con subsidio
2020072135,Gestion,Támesis,5789,Suroeste,Fase I,16500,615975193,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,MI CASA YA,2024,Asignados,7,182000000,Con subsidio
2020072180,Gestion,Támesis,5789,Suroeste,Fase I,20,10000000,0,1000000,2020-10-08,2020-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2015,Asignados,1,36960000,Con subsidio
2020072180,Gestion,Támesis,5789,Suroeste,Fase I,20,10000000,0,1000000,2020-10-08,2020-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000,Con subsidio
2020072180,Gestion,Támesis,5789,Suroeste,Fase I,20,10000000,0,1000000,2020-10-08,2020-12-15,2,ANTIOQUIA,5,TÁMESIS,5789,MI CASA YA,2024,Asignados,7,182000000,Con subsidio
2020070319,Gestion,Turbo,5837,Urabá,Fase III,130191,417352501,0,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2024,Asignados,2,52000000,Con subsidio
2020070319,Gestion,Turbo,5837,Urabá,Fase III,130191,417352501,0,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,TURBO,5837,Casa Digna Vida Digna,2025,Asignados,43,670800000,Con subsidio
2020070319,Gestion,Turbo,5837,Urabá,Fase III,130191,417352501,0,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2016,Asignados,1,13789100,Con subsidio
2020070319,Gestion,Turbo,5837,Urabá,Fase III,130191,417352501,0,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,2010,Asignados,113,1699500000,Con subsidio
2020071277,Viabilidad,Caicedo,5125,Occidente,Fase III,8115,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071336,Gestion,Uramita,5842,Occidente,Fase I,8221,112080078,0,0,2020-10-07,2020-12-15,400,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071701,Viabilidad,San Francisco,5652,Oriente,Fase I,3000,2400000,0,0,2020-09-15,2020-12-15,4,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071002,Gestion,Urrao,5847,Suroeste,Fase I,30876,112080078,0,0,2020-10-08,2020-12-15,400,ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,5,64375000,Con subsidio
2020071379,Ejecucion,Caramanta,5145,Suroeste,Fase II,4743,38451190,18035267,123866216,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070555,Gestion,Chigorodó,5172,Urabá,Fase I,78000000,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070641,Gestion,Chigorodó,5172,Urabá,Fase I,78000000,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071009,Gestion,Urrao,5847,Suroeste,Fase I,30876,2469588383,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,5,64375000,Con subsidio
2020071500,Ejecucion,Ciudad Bolívar,5101,Suroeste,Fase II,26313,59776562,38761802,216079655,2020-09-01,2021-03-30,6,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070939,Ejecucion,Concepción,5206,Oriente,Fase I,4400,38451190,18035267,126246871,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070164,Ejecucion,Cisneros,5190,Nordeste,Fase I,9400,956468480,247000000,0,2020-10-15,2020-12-15,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071584,Viabilidad,Concepción,5206,Oriente,Fase I,2235,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072110,Viabilidad,Concordia,5209,Suroeste,Fase I,20653,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,CONCORDIA,5209,Programa Vivienda Gratuita Fase I,2015,Asignados,2,70740000,Con subsidio
2020072112,Ejecucion,Concordia,5209,Suroeste,Fase I,20653,15955304,14664802,67145240,2020-09-01,2021-03-30,3,ANTIOQUIA,5,CONCORDIA,5209,Programa Vivienda Gratuita Fase I,2015,Asignados,2,70740000,Con subsidio
2020071931,Ejecucion,Donmatías,5237,Norte,Fase I,22243,39432061,36242703,169132613,2020-09-01,2021-03-30,4,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020071939,Viabilidad,Donmatías,5237,Norte,Fase I,22243,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020080007,Viabilidad,El Bagre,5250,Bajo Cauca,Fase II,56652,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,EL BAGRE,5250,Bolsa Concejales,2008,Asignados,1,5307250,Con subsidio
2020070125,Gestion,Yarumal,5887,Norte,Fase I,14922,298789684,62000000,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070125,Gestion,Yarumal,5887,Norte,Fase I,14922,298789684,62000000,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070125,Gestion,Yarumal,5887,Norte,Fase I,14922,298789684,62000000,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020071412,Viabilidad,El Carmen de Viboral,5148,Oriente,Fase I,43000,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,MI CASA YA,2024,Asignados,1,26000000,Con subsidio
2020071412,Viabilidad,El Carmen de Viboral,5148,Oriente,Fase I,43000,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,MI CASA YA,2022,Asignados,2,40000000,Con subsidio
2020072052,Viabilidad,Turbo,5837,Urabá,Fase III,130191,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2024,Asignados,2,52000000,Con subsidio
2020072052,Viabilidad,Turbo,5837,Urabá,Fase III,130191,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,TURBO,5837,Casa Digna Vida Digna,2025,Asignados,43,670800000,Con subsidio
2020072052,Viabilidad,Turbo,5837,Urabá,Fase III,130191,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2016,Asignados,1,13789100,Con subsidio
2020072052,Viabilidad,Turbo,5837,Urabá,Fase III,130191,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,2010,Asignados,113,1699500000,Con subsidio
2020070509,Viabilidad,El Peñol,5541,Oriente,Fase I,20073,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
2020071743,Ejecucion,Yolombó,5890,Nordeste,Fase I,23501,25350000,0,0,2020-08-08,2020-12-15,4,ANTIOQUIA,5,YOLOMBÓ,5890,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000,Con subsidio
2020071450,Viabilidad,El Carmen de Viboral,5148,Oriente,Fase I,68,190400000,81600000,0,2020-10-15,2021-01-15,17,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,MI CASA YA,2024,Asignados,1,26000000,Con subsidio
2020071450,Viabilidad,El Carmen de Viboral,5148,Oriente,Fase I,68,190400000,81600000,0,2020-10-15,2021-01-15,17,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,MI CASA YA,2022,Asignados,2,40000000,Con subsidio
2020070540,Ejecucion,El Peñol,5541,Oriente,Fase I,20073,3467619,6126535,21442871,2020-09-01,2021-03-30,1,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
2020070212,Gestion,Zaragoza,5895,Bajo Cauca,Fase I,25210,55936035,20000000,100000000,2020-10-07,2020-12-15,300,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070992,Ejecucion,El Retiro,5607,Oriente,Fase I,10000,60545676,28398535,198789742,2020-09-01,2021-03-30,5,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071463,Ejecucion,El Carmen de Viboral,5148,Oriente,Fase I,50000,250000000,20000000,0,2020-09-01,2020-12-15,40,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,MI CASA YA,2024,Asignados,1,26000000,Con subsidio
2020071463,Ejecucion,El Carmen de Viboral,5148,Oriente,Fase I,50000,250000000,20000000,0,2020-09-01,2020-12-15,40,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,MI CASA YA,2022,Asignados,2,40000000,Con subsidio
2020071003,Viabilidad,El Retiro,5607,Oriente,Fase I,19000,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070772,Ejecucion,Fredonia,5282,Suroeste,Fase I,24754,13061772,6126772,42077040,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070884,Ejecucion,Giraldo,5306,Occidente,Fase III,5544,38451190,18035267,126246871,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070349,Ejecucion,Betania,5091,Suroeste,Fase I,450,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070928,Ejecucion,Fredonia,5282,Suroeste,Fase I,24754,0,0,0,2020-09-15,2020-11-15,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070902,Viabilidad,Giraldo,5306,Occidente,Fase I,2061,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070566,Viabilidad,Gómez Plata,5310,Norte,Fase II,9921,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020071384,Viabilidad,Granada,5313,Oriente,Fase I,10117,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072194,Viabilidad,Ituango,5361,Norte,Fase II,27000,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071385,Gestion,Granada,5313,Oriente,Fase I,10117,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071671,Viabilidad,Granada,5313,Oriente,Fase I,10117,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071718,Ejecucion,Granada,5313,Oriente,Fase I,10117,44431313,40837604,190575484,2020-09-01,2021-03-30,5,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070529,Viabilidad,Guadalupe,5315,Norte,Fase I,2365,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072088,Viabilidad,Puerto Berrío,5579,Magdalena Medio,Fase I,40713,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Esfuerzo Territorial,2005,Restitucion de subsidios no aplicados,8,37747936,Con subsidio
2020072088,Viabilidad,Puerto Berrío,5579,Magdalena Medio,Fase I,40713,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Desplazados,2004,Asignados,1,8950000,Con subsidio
2020070429,Viabilidad,Zaragoza,5895,Bajo Cauca,Fase I,25210,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070382,Viabilidad,Yarumal,5887,Norte,Fase I,27500,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070382,Viabilidad,Yarumal,5887,Norte,Fase I,27500,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070382,Viabilidad,Yarumal,5887,Norte,Fase I,27500,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020070073,Viabilidad,Vegachí,5858,Nordeste,Fase I,8912,9998504,9189802,42885742,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070979,Viabilidad,Valparaíso,5856,Suroeste,Fase I,6174,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020070979,Viabilidad,Valparaíso,5856,Suroeste,Fase I,6174,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2018,Asignados,1,15624840,Con subsidio
2020070870,Viabilidad,Guatapé,5321,Oriente,Fase III,8709,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Ordinaria,2005,Asignados,2,12023000,Con subsidio
2020070870,Viabilidad,Guatapé,5321,Oriente,Fase III,8709,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Desplazados,2010,Asignados,1,15450000,Con subsidio
2020071470,Viabilidad,Hispania,5353,Suroeste,Fase I,5469,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071008,Viabilidad,Jardín,5364,Suroeste,Fase I,14311,0,0,0,2020-08-15,2020-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071491,Gestion,Jardín,5364,Suroeste,Fase I,14518,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071617,Viabilidad,Jericó,5368,Suroeste,Fase II,13706,0,0,0,2020-08-15,2020-04-30,100,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020071625,Ejecucion,Jericó,5368,Suroeste,Fase III,13706,13061772,6126535,42077040,2020-09-01,2021-03-30,2,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020070468,Viabilidad,La Unión,5400,Oriente,Fase III,21475,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071669,Ejecucion,La Unión,5400,Oriente,Fase III,21475,24996261,22974505,107214356,2020-09-01,2021-03-30,5,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071043,Ejecucion,Liborina,5411,Occidente,Fase I,7928,19592658,9189802,64328613,2020-09-01,2021-03-30,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071055,Viabilidad,Liborina,5411,Occidente,Fase I,7928,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071885,Ejecucion,Maceo,5425,Magdalena Medio,Fase III,6537,23883541,42197069,147689742,2020-09-01,2021-03-30,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071480,Viabilidad,Marinilla,5440,Oriente,Fase I,67893,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,2,49686960,Con subsidio
2020071480,Viabilidad,Marinilla,5440,Oriente,Fase I,67893,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020072062,Gestion,Marinilla,5440,Oriente,Fase I,67893,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,2,49686960,Con subsidio
2020072062,Gestion,Marinilla,5440,Oriente,Fase I,67893,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020072098,Ejecucion,Marinilla,5440,Oriente,Fase I,67893,10956052,10069901,46992871,2020-09-01,2021-03-30,2,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,2,49686960,Con subsidio
2020072098,Ejecucion,Marinilla,5440,Oriente,Fase I,67893,10956052,10069901,46992871,2020-09-01,2021-03-30,2,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020071296,Ejecucion,Caicedo,5125,Occidente,Fase III,936,868299308,868299308,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072150,Gestion,Marinilla,5440,Oriente,Fase I,67893,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,2,49686960,Con subsidio
2020072150,Gestion,Marinilla,5440,Oriente,Fase I,67893,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,MARINILLA,5440,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020070909,Viabilidad,Montebello,5467,Suroeste,Fase III,1960,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070910,Ejecucion,Montebello,5467,Suroeste,Fase III,1960,13061772,6126535,42077040,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071183,Viabilidad,Nechí,5495,Bajo Cauca,Fase I,14434,0,0,0,2020-08-15,2020-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071199,Ejecucion,Nechí,5495,Bajo Cauca,Fase I,29270,28625372,13426535,93985745,2020-09-01,2021-03-30,4,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070745,Viabilidad,San Jerónimo,5656,Occidente,Fase I,16017,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071322,Viabilidad,Peque,5543,Occidente,Fase I,2144,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072107,Viabilidad,Pueblorrico,5576,Suroeste,Fase I,7800,0,0,0,2020-08-15,2020-04-30,100,ANTIOQUIA,5,PUEBLORRICO,5576,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020072155,Ejecucion,Pueblorrico,5576,Suroeste,Fase I,7900,38451190,18035267,123866216,2020-09-01,2021-03-30,2,ANTIOQUIA,5,PUEBLORRICO,5576,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070241,Viabilidad,Puerto Berrío,5579,Magdalena Medio,Fase I,35000,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Esfuerzo Territorial,2005,Restitucion de subsidios no aplicados,8,37747936,Con subsidio
2020070241,Viabilidad,Puerto Berrío,5579,Magdalena Medio,Fase I,35000,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Desplazados,2004,Asignados,1,8950000,Con subsidio
2020070242,Ejecucion,Puerto Berrío,5579,Magdalena Medio,Fase I,40713,117127121,107653604,215307208,2020-09-01,2021-03-30,11,ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Esfuerzo Territorial,2005,Restitucion de subsidios no aplicados,8,37747936,Con subsidio
2020070242,Ejecucion,Puerto Berrío,5579,Magdalena Medio,Fase I,40713,117127121,107653604,215307208,2020-09-01,2021-03-30,11,ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Desplazados,2004,Asignados,1,8950000,Con subsidio
2020072071,Ejecucion,Puerto Nare,5585,Magdalena Medio,Fase III,14440,59294762,27374458,194682607,2020-09-01,2021-03-30,5,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070897,Ejecucion,Puerto Triunfo,5591,Magdalena Medio,Fase III,7623,26123544,12253069,85771484,2020-09-01,2021-03-30,4,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070453,Viabilidad,Remedios,5604,Nordeste,Fase I,11632,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070470,Ejecucion,Remedios,5604,Nordeste,Fase I,31652,89682264,76522307,357104096,2020-09-01,2020-03-30,12,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
