consecutivo,tipoacuerdo,municipio,cod_municipio,subregion,fase,nropobla,aportegob,aportemun,aporteotr,fechainicio,fechafin,cantidadtotal,departamento,cod_divipola_depto,municipio_subsidio,cod_divipola_mun,programa,anio_asignacion,estado_postulacion,hogares,valor_asignado,tiene_subsidio
2020070785,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,80,120000000,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070785,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,80,120000000,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020071728,Viabilidad,Santo Domingo,5690,Nordeste,Fase II,12324,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071190,Ejecucion,Santa Fe de Antioquia,5042,Occidente,Fase III,60,47268000,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071119,Ejecucion,Sonsón,5756,Oriente,Fase II,194,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020071124,Ejecucion,Sonsón,5756,Oriente,Fase III,345,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020071133,Viabilidad,Sonsón,5756,Oriente,Fase I,1288,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020071136,Viabilidad,Sonsón,5756,Oriente,Fase I,138,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020070248,Gestion,Sopetrán,5761,Occidente,Fase I,60,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071422,Ejecucion,Sonsón,5756,Oriente,Fase II,36625,112964433,48413333,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020070604,Ejecucion,Sopetrán,5761,Occidente,Fase II,150,62544000,15636000,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070607,Ejecucion,Sopetrán,5761,Occidente,Fase II,30,36000000,12000000,0,2021-02-12,2021-03-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070989,Ejecucion,Titiribí,5809,Suroeste,Fase I,9903,40000000,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070348,Ejecucion,Toledo,5819,Norte,Fase III,5417,412500000,137500000,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071038,Viabilidad,Urrao,5847,Suroeste,Fase I,320,0,0,0,2021-01-10,2021-12-30,100,ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,5,64375000,Con subsidio
2020071848,Ejecucion,Vegachí,5858,Nordeste,Fase III,400,0,0,0,2020-01-11,2020-12-30,12,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071752,Ejecucion,Amalfi,5031,Nordeste,Fase I,16799,70000000,30000000,0,2020-11-23,2020-12-30,1,ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,2007,Restitución SFV por Vencimiento Vigencia,2,15500000,Con subsidio
2020071752,Ejecucion,Amalfi,5031,Nordeste,Fase I,16799,70000000,30000000,0,2020-11-23,2020-12-30,1,ANTIOQUIA,5,AMALFI,5031,Bolsa Desplazados,2010,Restitución SFV por Indemnización,1,15450000,Con subsidio
2020071299,Ejecucion,Campamento,5134,Norte,Fase I,1000,50000000,15000000,0,2020-11-23,2020-12-30,1,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020071767,Ejecucion,Donmatías,5237,Norte,Fase I,22243,50000000,15000000,0,2020-11-23,2020-12-30,1,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020071638,Ejecucion,Ebéjico,5240,Occidente,Fase III,2130,168000000,72000000,0,2020-12-04,2021-03-15,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070448,Ejecucion,El Peñol,5541,Oriente,Fase I,219,239349769,102578472,0,2020-12-04,2020-12-31,0,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
2020071983,Ejecucion,Andes,5034,Suroeste,Fase III,18376,81130000,34770000,0,2020-11-20,2020-12-31,57,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071983,Ejecucion,Andes,5034,Suroeste,Fase III,18376,81130000,34770000,0,2020-11-20,2020-12-31,57,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020070945,Ejecucion,Fredonia,5282,Suroeste,Fase II,2838,125883585,53950108,0,2020-12-04,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070332,Ejecucion,Guadalupe,5315,Norte,Fase I,6665,218439322,93616852,0,2020-12-04,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071245,Ejecucion,San Francisco,5652,Oriente,Fase III,4055,177000000,77637145,0,2020-12-04,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071194,Ejecucion,San Luis,5660,Oriente,Fase III,13123,175000000,75000000,0,2020-12-04,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070262,Ejecucion,San Rafael,5667,Oriente,Fase III,995,226949369,97264015,0,2020-12-04,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071175,Ejecucion,Sonsón,5756,Oriente,Fase II,27967,70000000,30000000,0,2020-11-23,2020-12-30,1,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020070016,Ejecucion,Vegachí,5858,Nordeste,Fase III,800,144000000,0,0,2020-09-22,2020-12-30,30,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071948,Ejecucion,Támesis,5789,Suroeste,Fase I,16000,100000000,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2015,Asignados,1,36960000,Con subsidio
2020071948,Ejecucion,Támesis,5789,Suroeste,Fase I,16000,100000000,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000,Con subsidio
2020071948,Ejecucion,Támesis,5789,Suroeste,Fase I,16000,100000000,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,TÁMESIS,5789,MI CASA YA,2024,Asignados,7,182000000,Con subsidio
2020071206,Ejecucion,Segovia,5736,Nordeste,Fase I,3000,0,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,SEGOVIA,5736,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020071132,Ejecucion,Venecia,5861,Suroeste,Fase II,1170,45513184,19505650,0,2020-11-23,2020-12-30,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071548,Ejecucion,Venecia,5861,Suroeste,Fase II,12211,70000000,30000000,0,2020-12-04,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071115,Viabilidad,Vigía del Fuerte,5873,Urabá,Fase I,2400,0,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071756,Viabilidad,Vigía del Fuerte,5873,Urabá,Fase I,1500,0,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070888,Ejecucion,Yalí,5885,Nordeste,Fase II,400,0,0,0,2021-02-12,2021-12-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070718,Ejecucion,Yarumal,5887,Norte,Fase I,30,336000000,144000000,0,2020-09-22,2020-12-30,100,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070718,Ejecucion,Yarumal,5887,Norte,Fase I,30,336000000,144000000,0,2020-09-22,2020-12-30,100,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070718,Ejecucion,Yarumal,5887,Norte,Fase I,30,336000000,144000000,0,2020-09-22,2020-12-30,100,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020071208,Ejecucion,Yolombó,5890,Nordeste,Fase I,175,0,0,0,2020-09-22,2020-12-30,20,ANTIOQUIA,5,YOLOMBÓ,5890,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000,Con subsidio
2020070335,Viabilidad,Zaragoza,5895,Bajo Cauca,Fase II,13588,0,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072134,Gestion,Toledo,5819,Norte,Fase I,500,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070421,Ejecucion,Turbo,5837,Urabá,Fase II,600,400000000,400000000,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2024,Asignados,2,52000000,Con subsidio
2020070421,Ejecucion,Turbo,5837,Urabá,Fase II,600,400000000,400000000,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,Casa Digna Vida Digna,2025,Asignados,43,670800000,Con subsidio
2020070421,Ejecucion,Turbo,5837,Urabá,Fase II,600,400000000,400000000,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2016,Asignados,1,13789100,Con subsidio
2020070421,Ejecucion,Turbo,5837,Urabá,Fase II,600,400000000,400000000,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,2010,Asignados,113,1699500000,Con subsidio
2020070435,Viabilidad,Turbo,5837,Urabá,Fase III,77738,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2024,Asignados,2,52000000,Con subsidio
2020070435,Viabilidad,Turbo,5837,Urabá,Fase III,77738,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,Casa Digna Vida Digna,2025,Asignados,43,670800000,Con subsidio
2020070435,Viabilidad,Turbo,5837,Urabá,Fase III,77738,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2016,Asignados,1,13789100,Con subsidio
2020070435,Viabilidad,Turbo,5837,Urabá,Fase III,77738,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,2010,Asignados,113,1699500000,Con subsidio
2020070504,Gestion,Turbo,5837,Urabá,Fase III,1800,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2024,Asignados,2,52000000,Con subsidio
2020070504,Gestion,Turbo,5837,Urabá,Fase III,1800,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,Casa Digna Vida Digna,2025,Asignados,43,670800000,Con subsidio
2020070504,Gestion,Turbo,5837,Urabá,Fase III,1800,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2016,Asignados,1,13789100,Con subsidio
2020070504,Gestion,Turbo,5837,Urabá,Fase III,1800,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,2010,Asignados,113,1699500000,Con subsidio
2020071877,Ejecucion,Andes,5034,Suroeste,Fase I,44199,900000000,977000000,0,2020-12-30,2021-08-30,1800,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071877,Ejecucion,Andes,5034,Suroeste,Fase I,44199,900000000,977000000,0,2020-12-30,2021-08-30,1800,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020070956,Ejecucion,Urrao,5847,Suroeste,Fase II,45,0,0,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,5,64375000,Con subsidio
2020071083,Ejecucion,Urrao,5847,Suroeste,Fase I,150,0,0,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,5,64375000,Con subsidio
2020071304,Viabilidad,Valdivia,5854,Norte,Fase III,240,0,0,0,2020-09-01,2023-12-31,1,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020070326,Viabilidad,Valparaíso,5856,Suroeste,Fase I,256,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020070326,Viabilidad,Valparaíso,5856,Suroeste,Fase I,256,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2018,Asignados,1,15624840,Con subsidio
2020070614,Ejecucion,Vegachí,5858,Nordeste,Fase II,244,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070814,Viabilidad,Vegachí,5858,Nordeste,Fase III,100,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071201,Viabilidad,Vegachí,5858,Nordeste,Fase II,20,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071210,Ejecucion,Venecia,5861,Suroeste,Fase II,110,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070392,Gestion,Yarumal,5887,Norte,Fase I,525,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070392,Gestion,Yarumal,5887,Norte,Fase I,525,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070392,Gestion,Yarumal,5887,Norte,Fase I,525,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020072049,Gestion,Andes,5034,Suroeste,Fase I,44199,0,0,0,2020-12-12,2020-12-31,0,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020072049,Gestion,Andes,5034,Suroeste,Fase I,44199,0,0,0,2020-12-12,2020-12-31,0,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020070222,Gestion,Zaragoza,5895,Bajo Cauca,Fase I,25210,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070530,Viabilidad,Alejandría,5021,Oriente,Fase I,996,30000000,0,0,2020-08-15,2022-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070178,Viabilidad,San José de la Montaña,5658,Norte,Fase I,3760,30000000,0,0,2020-08-15,2021-12-31,0,ANTIOQUIA,5,SAN JOSÉ DE LA MONTAÑA,5658,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020071887,Viabilidad,Andes,5034,Suroeste,Fase II,900,30000000,0,0,2020-08-15,2022-12-31,0,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071887,Viabilidad,Andes,5034,Suroeste,Fase II,900,30000000,0,0,2020-08-15,2022-12-31,0,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020071673,Gestion,Abejorral,5002,Oriente,Fase I,12377,0,15000000,0,2020-12-12,2020-12-31,0,ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Esfuerzo Territorial,2006,Restitucion de subsidios no aplicados,2,16000000,Con subsidio
2020071673,Gestion,Abejorral,5002,Oriente,Fase I,12377,0,15000000,0,2020-12-12,2020-12-31,0,ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Desplazados,2008,Asignados,18,212014750,Con subsidio
2020071171,Ejecucion,Amagá,5030,Suroeste,Fase III,1000,900000000,900000000,0,2020-12-30,2021-08-30,2000,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071464,Ejecucion,Argelia,5055,Oriente,Fase II,2992,835000000,835000000,0,2020-12-30,2021-08-30,716,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070023,Ejecucion,Betania,5091,Suroeste,Fase II,8758,450000000,450000000,0,2020-12-30,2021-09-30,716,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070021,Ejecucion,Betania,5091,Suroeste,Fase II,160,450000000,450000000,0,2020-12-30,2021-08-30,1000,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070354,Ejecucion,Angostura,5038,Norte,Fase I,11437,51173500,21931500,0,2020-11-20,2020-12-31,34,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070437,Ejecucion,Betulia,5093,Suroeste,Fase II,10332,900000000,900000000,0,2020-12-30,2021-09-30,1100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071501,Gestion,Caramanta,5145,Suroeste,Fase II,2580,0,0,0,2020-12-12,2020-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071306,Ejecucion,Anzá,5044,Occidente,Fase III,1477,899500000,899500000,0,2020-12-30,2021-08-30,1200,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071621,Ejecucion,Caramanta,5145,Suroeste,Fase III,2190,900000000,1034000000,0,2020-12-30,2021-08-30,1705,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070746,Ejecucion,Armenia,5059,Occidente,Fase III,1744,900000000,900000000,0,2020-12-30,2021-08-30,1600,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070690,Ejecucion,Belmira,5086,Norte,Fase III,1200,900000000,900000000,0,2020-12-30,2021-08-30,850,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071555,Ejecucion,Buriticá,5113,Occidente,Fase III,3453,900000000,936000000,0,2020-12-30,2021-08-30,1500,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071766,Ejecucion,Concordia,5209,Suroeste,Fase II,10271,900000000,900000000,0,2020-12-30,2021-08-30,502,ANTIOQUIA,5,CONCORDIA,5209,Programa Vivienda Gratuita Fase I,2015,Asignados,2,70740000,Con subsidio
2020070007,Ejecucion,Caicedo,5125,Occidente,Fase III,8500,900000000,900000000,0,2020-12-30,2021-08-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070564,Ejecucion,El Peñol,5541,Oriente,Fase II,1555,900000000,900000000,0,2020-12-30,2021-08-30,1043,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
202007010,Ejecucion,Carolina del Príncipe,5150,Norte,Fase III,3954,900000000,900000000,0,2020-12-30,2021-08-30,1500,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070431,Ejecucion,Entrerríos,5264,Norte,Fase III,1199,900000000,900000000,0,2020-12-30,2021-08-30,879,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072035,Ejecucion,El Santuario,5697,Oriente,Fase III,36605,896000000,896000000,0,2020-12-30,2021-08-30,2000,ANTIOQUIA,5,EL SANTUARIO,5697,MI CASA YA,2023,Asignados,1,23200000,Con subsidio
2020072035,Ejecucion,El Santuario,5697,Oriente,Fase III,36605,896000000,896000000,0,2020-12-30,2021-08-30,2000,ANTIOQUIA,5,EL SANTUARIO,5697,MI CASA YA,2024,Asignados,1,39000000,Con subsidio
2020071668,Ejecucion,Heliconia,5347,Occidente,Fase I,3523,900000000,900000000,0,2020-12-30,2021-08-30,1005,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072169,Ejecucion,Ituango,5361,Norte,Fase III,21830,900000000,900000000,0,2020-12-30,2021-08-30,969,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070953,Ejecucion,Liborina,5411,Occidente,Fase I,7928,45252200,19393800,0,2020-11-20,2020-12-31,31,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072047,Ejecucion,Liborina,5411,Occidente,Fase I,3095,900000000,900000000,0,2020-12-30,2021-08-30,2000,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070022,Ejecucion,Fredonia,5282,Suroeste,Fase III,1461,897821039,897821039,0,2020-12-30,2021-08-30,1900,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070495,Ejecucion,Olaya,5501,Occidente,Fase III,3341,900000000,900000000,0,2020-12-30,2021-08-30,2000,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070593,Ejecucion,Granada,5313,Oriente,Fase III,869,900000000,904000000,0,2020-12-30,2021-08-30,2000,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070114,Ejecucion,San Jerónimo,5656,Occidente,Fase III,5606,900000000,900000000,0,2020-12-30,2021-08-30,1799,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070185,Ejecucion,Guatapé,5321,Oriente,Fase III,8363,900000000,900000000,0,2020-12-30,2021-08-30,700,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Ordinaria,2005,Asignados,2,12023000,Con subsidio
2020070185,Ejecucion,Guatapé,5321,Oriente,Fase III,8363,900000000,900000000,0,2020-12-30,2021-08-30,700,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Desplazados,2010,Asignados,1,15450000,Con subsidio
2020070936,Ejecucion,San Jerónimo,5656,Occidente,Fase I,761,25082786,10749765,0,2020-11-20,2021-12-31,9,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070053,Ejecucion,San José de la Montaña,5658,Norte,Fase III,3765,900000000,900000000,0,2020-12-30,2021-08-30,850,ANTIOQUIA,5,SAN JOSÉ DE LA MONTAÑA,5658,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020071872,Ejecucion,Jericó,5368,Suroeste,Fase III,1624,900000000,250000000,650000000,2020-12-30,2021-08-30,1750,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020071090,Ejecucion,La Pintada,5390,Suroeste,Fase III,8460,900000000,1000000000,0,2020-12-30,2021-08-30,767,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070081,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase III,21062,900000000,1603000000,0,2020-12-30,2021-08-30,1108,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2018,Asignados,2,46874520,Con subsidio
2020070081,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase III,21062,900000000,1603000000,0,2020-12-30,2021-08-30,1108,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020070081,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase III,21062,900000000,1603000000,0,2020-12-30,2021-08-30,1108,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070081,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase III,21062,900000000,1603000000,0,2020-12-30,2021-08-30,1108,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020070776,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,489,136118968,58336701,0,2020-11-28,2020-12-31,92,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2018,Asignados,2,46874520,Con subsidio
2020070776,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,489,136118968,58336701,0,2020-11-28,2020-12-31,92,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020070776,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,489,136118968,58336701,0,2020-11-28,2020-12-31,92,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
